year,month,day,temp_morning,temp_evening,average,actual,Event_rain
2015,1,12,38,37,46.8,37,0
2015,1,13,37,37,46.9,36,0
2015,1,14,37,36,47,38,0
2015,1,15,36,38,47.1,44,0
2015,1,16,38,44,47.3,43,0
2015,1,17,44,43,47.4,39,0
2015,1,18,43,39,47.5,38,0
2015,1,19,39,38,47.6,34,0
2015,1,20,38,34,47.7,38,0
2015,1,21,34,38,47.8,36,0
2015,1,22,38,36,47.9,38,0
2015,1,23,36,38,48,45,0
2015,1,24,38,45,48.1,45,0
2015,1,25,45,45,48.2,51,0
2015,1,26,45,51,48.3,47,0
2015,1,27,51,47,48.4,42,0
2015,1,28,47,42,48.4,43,0
2015,1,29,42,43,48.5,47,0
2015,1,30,43,47,48.6,48,0
2015,1,31,47,48,48.7,49,0
2015,2,1,48,49,48.8,53,0
2015,2,2,49,53,48.8,43,0
2015,2,3,53,43,48.9,48,0
2015,2,4,43,48,49,51,0
2015,2,5,48,51,49.1,50,0
2015,2,6,51,50,49.1,51,0
2015,2,7,50,51,49.2,49,0
2015,2,8,51,49,49.3,46,0
2015,2,9,49,46,49.4,47,0
2015,2,10,46,47,49.4,48,0
2015,2,11,47,48,49.5,47,0
2015,2,12,48,47,49.6,52,0
2015,2,13,47,52,49.7,49,0
2015,2,14,52,49,49.8,49,0
2015,2,15,49,49,49.9,56,0
2015,2,16,49,56,49.9,52,0
2015,2,17,56,52,50,49,0
2015,2,18,52,49,50.1,46,0
2015,2,19,49,46,50.2,51,0
2015,2,20,46,51,50.4,46,0
2015,2,21,51,46,50.5,44,0
2015,2,22,46,44,50.6,46,0
2015,2,23,44,46,50.7,50,0
2015,2,24,46,50,50.8,48,0
2015,2,25,50,48,50.9,51,0
2015,2,26,48,51,51.1,48,0
2015,2,27,51,48,51.2,50,0
2015,2,28,48,50,51.3,53,0
2015,3,1,50,53,51.5,59,0
2015,3,2,53,59,51.6,57,0
2015,3,3,59,57,51.8,52,0
2015,3,4,57,52,51.9,56,0
2015,3,5,52,56,52.1,49,0
2015,3,6,56,49,52.2,45,0
2015,3,7,49,45,52.4,54,0
2015,3,8,45,54,52.5,53,0
2015,3,9,54,53,52.7,55,0
2015,3,10,53,55,52.8,46,0
2015,3,11,55,46,53,51,0
2015,3,12,46,51,53.1,55,0
2015,3,13,51,55,53.3,53,0
2015,3,14,55,53,53.4,53,0
2015,3,15,53,53,53.6,58,0
2015,3,16,53,58,53.7,51,0
2015,3,17,58,51,53.9,48,0
2015,3,18,51,48,54,53,0
2015,3,19,48,53,54.2,55,0
2015,3,20,53,55,54.3,52,0
2015,3,21,55,52,54.5,50,0
2015,3,22,52,50,54.6,49,0
2015,3,23,50,49,54.7,50,0
2015,3,24,49,50,54.9,54,0
2015,3,25,50,54,55,62,0
2015,3,26,54,62,55.2,62,0
2015,3,27,62,62,55.3,56,0
2015,3,28,62,56,55.5,61,0
2015,3,29,56,61,55.6,65,0
2015,3,30,61,65,55.7,68,0
2015,3,31,65,68,55.9,69,0
2015,4,1,68,69,56,63,0
2015,4,2,69,63,56.2,57,0
2015,4,3,63,57,56.3,62,0
2015,4,4,57,62,56.5,58,0
2015,4,5,62,58,56.6,57,0
2015,4,6,58,57,56.8,54,0
2015,4,7,57,54,56.9,47,0
2015,4,8,54,47,57.1,56,0
2015,4,9,47,56,57.2,54,0
2015,4,10,56,54,57.4,59,0
2015,4,11,54,59,57.6,54,0
2015,4,12,59,54,57.7,46,0
2015,4,13,54,46,57.9,51,0
2015,4,14,46,51,58.1,55,0
2015,4,15,51,55,58.3,57,0
2015,4,16,55,57,58.5,57,0
2015,4,17,57,57,58.6,59,0
2015,4,18,57,59,58.8,53,0
2015,4,19,59,53,59,56,0
2015,4,20,53,56,59.2,57,0
2015,4,21,56,57,59.4,54,0
2015,4,22,57,54,59.7,61,0
2015,4,23,54,61,59.9,64,0
2015,4,24,61,64,60.1,70,0
2015,4,25,64,70,60.3,71,0
2015,4,26,70,71,60.5,69,0
2015,4,27,71,69,60.7,57,0
2015,4,28,69,57,61,59,0
2015,4,29,57,59,61.2,57,0
2015,4,30,59,57,61.4,55,0
2015,5,1,57,55,61.6,65,0
2015,5,2,55,65,61.9,69,0
2015,5,3,65,69,62.1,71,0
2015,5,4,69,71,62.3,77,0
2015,5,5,71,77,62.5,84,0
2015,5,6,77,84,62.8,87,0
2015,5,7,84,87,63,69,0
2015,5,8,87,69,63.2,67,0
2015,5,9,69,67,63.4,73,0
2015,5,10,67,73,63.6,79,0
2015,5,11,73,79,63.8,81,0
2015,5,12,79,81,64.1,71,0
2015,5,13,81,71,64.3,66,0
2015,5,14,71,66,64.5,65,0
2015,5,15,66,65,64.7,63,0
2015,5,16,65,63,64.8,71,0
2015,5,17,63,71,65,63,0
2015,5,18,71,63,65.2,62,0
2015,5,19,63,62,65.4,65,0
2015,5,20,62,65,65.6,67,0
2015,5,21,65,67,65.7,60,0
2015,5,22,67,60,65.9,52,0
2015,5,23,60,52,66.1,54,0
2015,5,24,52,54,66.2,62,0
2015,5,25,54,62,66.4,64,0
2015,5,26,62,64,66.5,65,0
2015,5,27,64,65,66.7,62,0
2015,5,28,65,62,66.8,63,0
2015,5,29,62,63,67,61,0
2015,5,30,63,61,67.1,62,0
2015,5,31,61,62,67.3,67,0
2015,6,1,62,67,67.4,73,0
2015,6,2,67,73,67.6,69,0
2015,6,3,73,69,67.7,72,0
2015,6,4,69,72,67.9,79,0
2015,6,5,72,79,68,80,0
2015,6,6,79,80,68.2,80,0
2015,6,7,80,80,68.3,71,0
2015,6,8,80,71,68.5,69,0
2015,6,9,71,69,68.6,69,0
2015,6,10,69,69,68.8,71,0
2015,6,11,69,71,69,68,0
2015,6,12,71,68,69.1,69,0
2015,6,13,68,69,69.3,70,0
2015,6,14,69,70,69.5,68,0
2015,6,15,70,68,69.7,78,0
2015,6,16,68,78,69.8,75,0
2015,6,17,78,75,70,78,0
2015,6,18,75,78,70.2,74,0
2015,6,19,78,74,70.4,68,0
2015,6,20,74,68,70.6,63,0
2015,6,21,68,63,70.8,69,0
2015,6,22,63,69,71,78,0
2015,6,23,69,78,71.3,72,0
2015,6,24,78,72,71.5,70,0
2015,6,25,72,70,71.7,74,0
2015,6,26,70,74,71.9,72,0
2015,6,27,74,72,72.2,70,0
2015,6,28,72,70,72.4,87,0
2015,6,29,70,87,72.6,86,0
2015,6,30,87,86,72.8,93,0
2015,7,1,86,93,73.1,89,0
2015,7,2,93,89,73.3,83,0
2015,7,3,89,83,73.5,79,0
2015,7,4,83,79,73.8,71,0
2015,7,5,79,71,74,74,0
2015,7,6,71,74,74.2,79,0
2015,7,7,74,79,74.4,75,0
2015,7,8,79,75,74.6,80,0
2015,7,9,75,80,74.9,86,0
2015,7,10,80,86,75.1,72,0
2015,7,11,86,72,75.3,73,0
2015,7,12,72,73,75.4,67,0
2015,7,13,73,67,75.6,79,0
2015,7,14,67,79,75.8,82,0
2015,7,15,79,82,76,82,0
2015,7,16,82,82,76.1,88,0
2015,7,17,82,88,76.3,72,0
2015,7,18,88,72,76.4,79,0
2015,7,19,72,79,76.6,82,0
2015,7,20,79,82,76.7,77,0
2015,7,21,82,77,76.8,75,0
2015,7,22,77,75,76.9,79,0
2015,7,23,75,79,77,88,0
2015,7,24,79,88,77.1,88,0
2015,7,25,88,88,77.1,88,0
2015,7,26,88,88,77.2,88,0
2015,7,27,88,88,77.3,78,0
2015,7,28,88,78,77.3,70,0
2015,7,29,78,70,77.3,77,0
2015,7,30,70,77,77.3,77,0
2015,7,31,77,77,77.4,71,0
2015,8,1,77,71,77.4,69,0
2015,8,2,71,69,77.4,63,0
2015,8,3,69,63,77.3,77,0
2015,8,4,63,77,77.3,84,0
2015,8,5,77,84,77.3,86,0
2015,8,6,84,86,77.2,87,0
2015,8,7,86,87,77.2,88,0
2015,8,8,87,88,77.1,83,0
2015,8,9,88,83,77.1,83,0
2015,8,10,83,83,77,78,0
2015,8,11,83,78,76.9,77,0
2015,8,12,78,77,76.9,78,0
2015,8,13,77,78,76.8,82,0
2015,8,14,78,82,76.7,81,0
2015,8,15,82,81,76.6,70,0
2015,8,16,81,70,76.5,84,0
2015,8,17,70,84,76.4,78,0
2015,8,18,84,78,76.3,79,0
2015,8,19,78,79,76.2,80,0
2015,8,20,79,80,76.1,78,0
2015,8,21,80,78,75.9,82,0
2015,8,22,78,82,75.8,84,0
2015,8,23,82,84,75.7,77,0
2015,8,24,84,77,75.5,77,0
2015,8,25,77,77,75.4,72,0
2015,8,26,77,72,75.3,76,0
2015,8,27,72,76,75.1,80,0
2015,8,28,76,80,75,80,0
2015,8,29,80,80,74.8,75,0
2015,8,30,80,75,74.6,79,0
2015,8,31,75,79,74.4,82,0
2015,9,1,79,82,74.3,82,0
2015,9,2,82,82,74.1,82,0
2015,9,3,82,82,73.9,77,0
2015,9,4,82,77,73.7,73,0
2015,9,5,77,73,73.5,68,0
2015,9,6,73,68,73.3,71,0
2015,9,7,68,71,73,74,0
2015,9,8,71,74,72.8,80,0
2015,9,9,74,80,72.6,79,0
2015,9,10,80,79,72.3,80,0
2015,9,11,79,80,72.1,93,0
2015,9,12,80,93,71.8,78,0
2015,9,13,93,78,71.5,66,0
2015,9,14,78,66,71.2,71,0
2015,9,15,66,71,71,66,0
2015,9,16,71,66,70.7,71,0
2015,9,17,66,71,70.3,64,0
2015,9,18,71,64,70,70,0
2015,9,19,64,70,69.7,78,0
2015,9,20,70,78,69.4,74,0
2015,9,21,78,74,69,70,0
2015,9,22,74,70,68.7,63,0
2015,9,23,70,63,68.3,61,0
2015,9,24,63,61,68,64,0
2015,9,25,61,64,67.6,61,0
2015,9,26,64,61,67.2,63,0
2015,9,27,61,63,66.8,57,0
2015,9,28,63,57,66.5,62,0
2015,9,29,57,62,66.1,58,0
2015,9,30,62,58,65.7,57,0
2015,10,1,58,57,65.3,58,0
2015,10,2,57,58,64.9,55,0
2015,10,3,58,55,64.5,58,0
2015,10,4,55,58,64.1,64,0
2015,10,5,58,64,63.7,68,0
2015,10,6,64,68,63.3,73,0
2015,10,7,68,73,62.9,61,0
2015,10,8,73,61,62.5,57,0
2015,10,9,61,57,62.1,59,0
2015,10,10,57,59,61.8,58,0
2015,10,11,59,58,61.4,57,0
2015,10,12,58,57,61,58,0
2015,10,13,57,58,60.6,59,0
2015,10,14,58,59,60.2,60,0
2015,10,15,59,60,59.9,60,0
2015,10,16,60,60,59.5,55,0
2015,10,17,60,55,59.1,58,0
2015,10,18,55,58,58.8,55,0
2015,10,19,58,55,58.4,51,0
2015,10,20,55,51,58.1,51,0
2015,10,21,51,51,57.8,53,0
2015,10,22,51,53,57.4,58,0
2015,10,23,53,58,57.1,55,0
2015,10,24,58,55,56.8,50,0
2015,10,25,55,50,56.5,54,0
2015,10,26,50,54,56.2,53,0
2015,10,27,54,53,55.9,57,0
2015,10,28,53,57,55.6,58,0
2015,10,29,57,58,55.3,56,0
2015,10,30,58,56,55,59,0
2015,10,31,56,59,54.8,58,0
2015,11,1,59,58,54.5,64,0
2015,11,2,58,64,54.2,58,0
2015,11,3,64,58,53.9,54,0
2015,11,4,58,54,53.7,51,0
2015,11,5,54,51,53.4,56,0
2015,11,6,51,56,53.2,55,0
2015,11,7,56,55,52.9,52,0
2015,11,8,55,52,52.7,56,0
2015,11,9,52,56,52.4,52,0
2015,11,10,56,52,52.2,52,0
2015,11,11,52,52,51.9,61,0
2015,11,12,52,61,51.7,60,0
2015,11,13,61,60,51.4,57,0
2015,11,14,60,57,51.2,52,0
2015,11,15,57,52,51,51,0
2015,11,16,52,51,50.7,50,0
2015,11,17,51,50,50.5,53,0
2015,11,18,50,53,50.3,55,0
2015,11,19,53,55,50,56,0
2015,11,20,55,56,49.8,46,0
2015,11,21,56,46,49.5,46,0
2015,11,22,46,46,49.3,49,0
2015,11,23,46,49,49.1,52,0
2015,11,24,49,52,48.9,53,0
2015,11,25,52,53,48.6,54,0
2015,11,26,53,54,48.4,54,0
2015,11,27,54,54,48.2,58,0
2015,11,28,54,58,48,53,0
2015,11,29,58,53,47.8,49,0
2015,11,30,53,49,47.6,52,0
2015,12,1,49,52,47.4,56,0
2015,12,2,52,56,47.2,46,0
2015,12,3,56,46,47,41,0
2015,12,4,46,41,46.8,40,0
2015,12,5,41,40,46.6,34,0
2015,12,6,40,34,46.4,34,0
2015,12,7,34,34,46.3,32,0
2015,12,8,34,32,46.1,36,0
2015,12,9,32,36,46,34,0
2015,12,10,36,34,45.9,42,0
2015,12,11,34,42,45.7,41,0
2015,12,12,42,41,45.6,42,0
2015,12,13,41,42,45.5,49,0
2015,12,14,42,49,45.4,49,0
2015,12,15,49,49,45.3,53,0
2015,12,16,49,53,45.3,50,0
2015,12,17,53,50,45.2,47,0
2015,12,18,50,47,45.2,46,0
2015,12,19,47,46,45.1,41,0
2015,12,20,46,41,45.1,47,0
2015,12,21,41,47,45.1,48,0
2015,12,22,47,48,45.1,51,0
2015,12,23,48,51,45.1,53,0
2015,12,24,51,53,45.1,47,0
2015,12,25,53,47,45.1,44,0
2015,12,26,47,44,45.2,44,0
2015,12,27,44,44,45.2,48,0
2015,12,28,44,48,45.3,49,0
2015,12,29,48,49,45.3,45,0
2015,12,30,49,45,45.4,48,0
2015,12,31,45,48,45.5,47,0
2016,1,1,48,47,45.6,45,0
2016,1,2,47,45,45.7,51,0
2016,1,3,45,51,45.8,48,0
2016,1,4,51,48,45.9,46,0
2016,1,5,48,46,46,47,0
2016,1,6,46,47,46.1,46,0
2016,1,7,47,46,46.2,47,0
2016,1,8,46,47,46.3,50,0
2016,1,9,47,50,46.4,49,0
2016,1,10,50,49,46.5,55,0
2016,1,11,49,55,46.7,58,0
2016,1,12,55,58,46.8,52,0
2016,1,13,58,52,46.9,51,0
2016,1,14,52,51,47,52,0
2016,1,15,51,52,47.1,52,0
2016,1,16,52,52,47.3,44,0
2016,1,17,52,44,47.4,42,0
2016,1,18,44,42,47.5,49,0
2016,1,19,42,49,47.6,43,0
2016,1,20,49,43,47.7,50,0
2016,1,21,43,50,47.8,50,0
2016,1,22,50,50,47.9,49,0
2016,1,23,50,49,48,50,0
2016,1,24,49,50,48.1,55,0
2016,1,25,50,55,48.2,54,0
2016,1,26,55,54,48.3,47,0
2016,1,27,54,47,48.4,49,0
2016,1,28,47,49,48.4,52,0
2016,1,29,49,52,48.5,52,0
2016,1,30,52,52,48.6,47,0
2016,1,31,52,47,48.7,46,0
2016,2,1,47,46,48.8,46,0
2016,2,2,46,46,48.8,48,0
2016,2,3,46,48,48.9,41,0
2016,2,4,48,41,49,37,0
2016,2,5,41,37,49.1,31,0
2016,2,6,37,31,49.1,29,0
2016,2,7,31,29,49.2,38,0
2016,2,8,29,38,49.3,42,0
2016,2,9,38,42,49.4,39,0
2016,2,10,42,39,49.4,50,0
2016,2,11,39,50,49.5,54,0
2016,2,12,50,54,49.6,54,0
2016,2,13,54,54,49.7,55,0
2016,2,14,54,55,49.8,53,0
2016,2,15,55,53,49.9,52,0
2016,2,16,53,52,49.9,49,0
2016,2,17,52,49,50,47,0
2016,2,18,49,47,50.1,48,0
2016,2,19,47,48,50.2,47,0
2016,2,20,48,47,50.4,50,0
2016,2,21,47,50,50.5,44,0
2016,2,22,50,44,50.6,42,0
2016,2,23,44,42,50.7,45,0
2016,2,24,42,45,50.8,44,0
2016,2,25,45,44,50.9,54,0
2016,2,26,44,54,51.1,57,0
2016,2,27,54,57,51.2,55,0
2016,2,28,57,55,51.3,58,0
2016,3,1,55,58,51.5,45,0
2016,3,2,58,45,51.6,52,0
2016,3,3,45,52,51.8,58,0
2016,3,4,52,58,51.9,57,0
2016,3,5,58,57,52.1,60,0
2016,3,6,57,60,52.2,56,0
2016,3,7,60,56,52.4,60,0
2016,3,8,56,60,52.5,55,0
2016,3,9,60,55,52.7,59,0
2016,3,10,55,59,52.8,54,0
2016,3,11,59,54,53,58,0
2016,3,12,54,58,53.1,61,0
2016,3,13,58,61,53.3,57,0
2016,3,14,61,57,53.4,58,0
2016,3,15,57,58,53.6,62,0
2016,3,16,58,62,53.7,51,0
2016,3,17,62,51,53.9,50,0
2016,3,18,51,50,54,50,0
2016,3,19,50,50,54.2,52,0
2016,3,20,50,52,54.3,52,0
2016,3,21,52,52,54.5,51,0
2016,3,22,52,51,54.6,52,0
2016,3,23,51,52,54.7,55,0
2016,3,24,52,55,54.9,66,0
2016,3,25,55,66,55,57,0
2016,3,26,66,57,55.2,52,0
2016,3,27,57,52,55.3,54,0
2016,3,28,52,54,55.5,53,0
2016,3,29,54,53,55.6,53,0
2016,3,30,53,53,55.7,52,0
2016,3,31,53,52,55.9,60,0
2016,4,1,52,60,56,58,0
2016,4,2,60,58,56.2,58,0
2016,4,3,58,58,56.3,56,0
2016,4,4,58,56,56.5,55,0
2016,4,5,56,55,56.6,53,0
2016,4,6,55,53,56.8,57,0
2016,4,7,53,57,56.9,70,0
2016,4,8,57,70,57.1,60,0
2016,4,9,70,60,57.2,58,0
2016,4,10,60,58,57.4,59,0
2016,4,11,58,59,57.6,63,0
2016,4,12,59,63,57.7,61,0
2016,4,13,63,61,57.9,69,0
2016,4,14,61,69,58.1,68,0
2016,4,15,69,68,58.3,58,0
2016,4,16,68,58,58.5,52,0
2016,4,17,58,52,58.6,53,0
2016,4,18,52,53,58.8,58,0
2016,4,19,53,58,59,53,0
2016,4,20,58,53,59.2,60,0
2016,4,21,53,60,59.4,63,0
2016,4,22,60,63,59.7,54,0
2016,4,23,63,54,59.9,53,0
2016,4,24,54,53,60.1,57,0
2016,4,25,53,57,60.3,58,0
2016,4,26,57,58,60.5,59,0
2016,4,27,58,59,60.7,52,0
2016,4,28,59,52,61,61,0
2016,4,29,52,61,61.2,77,0
2016,4,30,61,77,61.4,82,0
2016,5,1,77,82,61.6,85,0
2016,5,2,82,85,61.9,65,0
2016,5,3,85,65,62.1,59,0
2016,5,4,65,59,62.3,58,0
2016,5,5,59,58,62.5,60,0
2016,5,6,58,60,62.8,62,0
2016,5,7,60,62,63,65,0
2016,5,8,62,65,63.2,57,0
2016,5,9,65,57,63.4,56,0
2016,5,10,57,56,63.6,60,0
2016,5,11,56,60,63.8,66,0
2016,5,12,60,66,64.1,76,0
2016,5,13,66,76,64.3,80,0
2016,5,14,76,80,64.5,82,0
2016,5,15,80,82,64.7,80,0
2016,5,16,82,80,64.8,68,0
2016,5,17,80,68,65,68,0
2016,5,18,68,68,65.2,68,0
2016,5,19,68,68,65.4,70,0
2016,5,20,68,70,65.6,72,0
2016,5,21,70,72,65.7,68,0
2016,5,22,72,68,65.9,76,0
2016,5,23,68,76,66.1,68,0
2016,5,24,76,68,66.2,65,0
2016,5,25,68,65,66.4,59,0
2016,5,26,65,59,66.5,65,0
2016,5,27,59,65,66.7,68,0
2016,5,28,65,68,66.8,66,0
2016,5,29,68,66,67,66,0
2016,5,30,66,66,67.1,69,0
2016,5,31,66,69,67.3,74,0
2016,6,1,69,74,67.4,72,0
2016,6,2,74,72,67.6,74,0
2016,6,3,72,74,67.7,65,0
2016,6,4,74,65,67.9,67,0
2016,6,5,65,67,68,72,0
2016,6,6,67,72,68.2,77,0
2016,6,7,72,77,68.3,76,0
2016,6,8,77,76,68.5,74,0
2016,6,9,76,74,68.6,70,0
2016,6,10,74,70,68.8,68,0
2016,6,11,70,68,69,75,0
2016,6,12,68,75,69.1,71,0
2016,6,13,75,71,69.3,60,0
2016,6,14,71,60,69.5,64,0
2016,6,15,60,64,69.7,65,0
2016,6,16,64,65,69.8,64,0
2016,6,17,65,64,70,64,0
2016,6,18,64,64,70.2,66,0
2016,6,19,64,66,70.4,78,0
2016,6,20,66,78,70.6,68,0
2016,6,21,78,68,70.8,72,0
2016,6,22,68,72,71,77,0
2016,6,23,72,77,71.3,77,0
2016,6,24,77,77,71.5,76,0
2016,6,25,77,76,71.7,79,0
2016,6,26,76,79,71.9,70,0
2016,6,27,79,70,72.2,70,0
2016,6,28,70,70,72.4,68,0
2016,6,29,70,68,72.6,69,0
2016,6,30,68,69,72.8,78,0
2016,7,1,69,78,73.1,94,0
2016,7,2,78,94,73.3,81,0
2016,7,3,94,81,73.5,71,0
2016,7,4,81,71,73.8,75,0
2016,7,5,71,75,74,76,0
2016,7,6,75,76,74.2,84,0
2016,7,7,76,84,74.4,81,0
2016,7,8,84,81,74.6,86,0
2016,7,9,81,86,74.9,80,0
2016,7,10,86,80,75.1,84,0
2016,7,11,80,84,75.3,88,0
2016,7,12,84,88,75.4,90,0
2016,7,13,88,90,75.6,85,0
2016,7,14,90,85,75.8,82,0
2016,7,15,85,82,76,88,0
2016,7,16,82,88,76.1,88,0
2016,7,17,88,88,76.3,80,0
2016,7,18,88,80,76.4,75,0
2016,7,19,80,75,76.6,78,0
2016,7,20,75,78,76.7,67,0
2016,7,21,78,67,76.8,75,0
2016,7,22,67,75,76.9,70,0
2016,7,23,75,70,77,66,0
2016,7,24,70,66,77.1,69,0
2016,7,25,66,69,77.1,73,0
2016,7,26,69,73,77.2,79,0
2016,7,27,73,79,77.3,83,0
2016,7,28,79,83,77.3,87,0
2016,7,29,83,87,77.3,86,0
2016,7,30,87,86,77.3,85,0
2016,7,31,86,85,77.4,87,0
2016,8,1,85,87,77.4,84,0
2016,8,2,87,84,77.4,85,0
2016,8,3,84,85,77.3,89,0
2016,8,4,85,89,77.3,91,0
2016,8,5,89,91,77.3,77,0
2016,8,6,91,77,77.2,79,0
2016,8,7,77,79,77.2,78,0
2016,8,8,79,78,77.1,78,0
2016,8,9,78,78,77.1,81,0
2016,8,10,78,81,77,87,0
2016,8,11,81,87,76.9,96,0
2016,8,12,87,96,76.9,81,0
2016,8,13,96,81,76.8,74,0
2016,8,14,81,74,76.7,70,0
2016,8,15,74,70,76.6,76,0
2016,8,16,70,76,76.5,78,0
2016,8,17,76,78,76.4,82,0
2016,8,18,78,82,76.3,85,0
2016,8,19,82,85,76.2,81,0
2016,8,20,85,81,76.1,71,0
2016,8,21,81,71,75.9,70,0
2016,8,22,71,70,75.8,75,0
2016,8,23,70,75,75.7,82,0
2016,8,24,75,82,75.5,77,0
2016,8,25,82,77,75.4,84,0
2016,8,26,77,84,75.3,88,0
2016,8,27,84,88,75.1,84,0
2016,8,28,88,84,75,74,0
2016,8,29,84,74,74.8,73,0
2016,8,30,74,73,74.6,64,0
2016,8,31,73,64,74.4,70,0
2016,9,1,64,70,74.3,74,0
2016,9,2,70,74,74.1,68,0
2016,9,3,74,68,73.9,69,0
2016,9,4,68,69,73.7,75,0
2016,9,5,69,75,73.5,82,0
2016,9,6,75,82,73.3,90,0
2016,9,7,82,90,73,83,0
2016,9,8,90,83,72.8,70,0
2016,9,9,83,70,72.6,71,0
2016,9,10,70,71,72.3,72,0
2016,9,11,71,72,72.1,76,0
2016,9,12,72,76,71.8,76,0
2016,9,13,76,76,71.5,83,0
2016,9,14,76,83,71.2,86,0
2016,9,15,83,86,71,87,0
2016,9,16,86,87,70.7,72,0
2016,9,17,87,72,70.3,73,0
2016,9,18,72,73,70,67,0
2016,9,19,73,67,69.7,75,0
2016,9,20,67,75,69.4,76,0
2016,9,21,75,76,69,79,0
2016,9,22,76,79,68.7,72,0
2016,9,23,79,72,68.3,66,0
2016,9,24,72,66,68,66,0
2016,9,25,66,66,67.6,71,0
2016,9,26,66,71,67.2,68,0
2016,9,27,71,68,66.8,69,0
2016,9,28,68,69,66.5,66,0
2016,9,29,69,66,66.1,62,0
2016,9,30,66,62,65.7,67,0
2016,10,1,62,67,65.3,65,0
2016,10,2,67,65,64.9,67,0
2016,10,3,65,67,64.5,72,0
2016,10,4,67,72,64.1,71,0
2016,10,5,72,71,63.7,75,0
2016,10,6,71,75,63.3,78,0
2016,10,7,75,78,62.9,66,0
2016,10,8,78,66,62.5,69,0
2016,10,9,66,69,62.1,63,0
2016,10,10,69,63,61.8,65,0
2016,10,11,63,65,61.4,65,0
2016,10,12,65,65,61,64,0
2016,10,13,65,64,60.6,70,0
2016,10,14,64,70,60.2,62,0
2016,10,15,70,62,59.9,61,0
2016,10,16,62,61,59.5,69,0
2016,10,17,61,69,59.1,62,0
2016,10,18,69,62,58.8,67,0
2016,10,19,62,67,58.4,72,0
2016,10,20,67,72,58.1,61,0
2016,10,21,72,61,57.8,61,0
2016,10,22,61,61,57.4,60,0
2016,10,23,61,60,57.1,58,0
2016,10,24,60,58,56.8,58,0
2016,10,25,58,58,56.5,62,0
2016,10,26,58,62,56.2,55,0
2016,10,27,62,55,55.9,60,0
2016,10,28,55,60,55.6,59,0
2016,10,29,60,59,55.3,62,0
2016,10,30,59,62,55,60,0
2016,10,31,62,60,54.8,55,0
2016,11,1,60,55,54.5,52,0
2016,11,2,55,52,54.2,56,0
2016,11,3,52,56,53.9,57,0
2016,11,4,56,57,53.7,58,0
2016,11,5,57,58,53.4,59,0
2016,11,6,58,59,53.2,62,0
2016,11,7,59,62,52.9,58,0
2016,11,8,62,58,52.7,55,0
2016,11,9,58,55,52.4,56,0
2016,11,10,55,56,52.2,52,0
2016,11,11,56,52,51.9,46,0
2016,11,12,52,46,51.7,44,0
2016,11,13,46,44,51.4,45,0
2016,11,14,44,45,51.2,45,0
2016,11,15,45,45,51,47,0
2016,11,16,45,47,50.7,49,0
2016,11,17,47,49,50.5,51,0
2016,11,18,49,51,50.3,45,0
2016,11,19,51,45,50,52,0
2016,11,20,45,52,49.8,52,0
2016,11,21,52,52,49.5,52,0
2016,11,22,52,52,49.3,49,0
2016,11,23,52,49,49.1,55,0
2016,11,24,49,55,48.9,53,0
2016,11,25,55,53,48.6,57,0
2016,11,26,53,57,48.4,59,0
2016,11,27,57,59,48.2,58,0
2016,11,28,59,58,48,55,0
2016,11,29,58,55,47.8,40,0
2016,11,30,55,40,47.6,37,0
2016,12,1,40,37,47.4,40,0
2016,12,2,37,40,47.2,42,0
2016,12,3,40,42,47,50,0
2016,12,4,42,50,46.8,47,0
2016,12,5,50,47,46.6,55,0
2016,12,6,47,55,46.4,53,0
2016,12,7,55,53,46.3,58,0
2016,12,8,53,58,46.1,58,0
2016,12,9,58,58,46,61,0
2016,12,10,58,61,45.9,66,0
2016,12,11,61,66,45.7,58,0
2016,12,12,66,58,45.6,52,0
2016,12,13,58,52,45.5,50,0
2016,12,14,52,50,45.4,55,0
2016,12,15,50,55,45.3,54,0
2016,12,16,55,54,45.3,50,0
2016,12,17,54,50,45.2,48,0
2016,12,18,50,48,45.2,49,0
2016,12,19,48,49,45.1,52,0
2016,12,20,49,52,45.1,55,0
2016,12,21,52,55,45.1,55,0
2016,12,22,55,55,45.1,51,0
2016,12,23,55,51,45.1,54,0
2016,12,24,51,54,45.1,45,0
2016,12,25,54,45,45.1,46,0
2016,12,26,45,46,45.2,42,0
2016,12,27,46,42,45.2,49,0
2016,12,28,42,49,45.3,44,0
2016,12,29,49,44,45.3,43,0
2016,12,30,44,43,45.4,38,0
2016,12,31,43,38,45.5,38,0
2017,1,1,38,38,45.6,42,0
2017,1,2,38,42,45.7,42,0
2017,1,3,42,42,45.8,41,0
2017,1,4,42,41,45.9,51,0
2017,1,5,41,51,46,54,0
2017,1,6,51,54,46.1,54,0
2017,1,7,54,54,46.2,46,0
2017,1,8,54,46,46.3,46,0
2017,1,9,46,46,46.4,50,0
2017,1,10,46,50,46.5,46,0
2017,1,11,50,46,46.7,49,0
2017,1,12,46,49,46.8,52,0
2017,1,13,49,52,46.9,49,0
2017,1,14,52,49,47,43,0
2017,1,15,49,43,47.1,46,0
2017,1,16,43,46,47.3,53,0
2017,1,17,46,53,47.4,56,0
2017,1,18,53,56,47.5,57,0
2017,1,19,56,57,47.6,50,0
2017,1,20,57,50,47.7,50,0
2017,1,21,50,50,47.8,45,0
2017,1,22,50,45,47.9,49,0
2017,1,23,45,49,48,54,0
